Output,Accuracy
"['Sky_098.jpg', 'Beach_194.jpg', 'Cartoon_014.jpg', 'Sunset_051.jpg', 'SubSea_200.jpg', 'Desert_045.jpg', 'Sky_028.jpg', 'Castle_062.jpg', 'SubSea_149.jpg', 'Beach_114.jpg', 'Penguin_177.jpg']",0.1
"['Sky_099.jpg', 'Plane_036.jpg', 'Dog_061.jpg', 'Castle_169.jpg', 'Plane_066.jpg', 'Dog_178.jpg', 'Beach_196.jpg', 'Flower_079.jpg', 'Sky_106.jpg', 'Elephant_168.jpg', 'Flower_078.jpg']",0.1
"['Sky_100.jpg', 'Elephant_121.jpg', 'Tiger_033.jpg', 'Sky_074.jpg', 'Sky_200.jpg', 'Surfs_028.jpg', 'Soccer_200.jpg', 'Tiger_194.jpg', 'Mountain_080.jpg', 'Sky_156.jpg', 'Sky_186.jpg']",0.4
"['Sky_101.jpg', 'Surfs_036.jpg', 'Plane_049.jpg', 'Beach_049.jpg', 'Dog_158.jpg', 'Plane_032.jpg', 'Sky_054.jpg', 'Sky_134.jpg', 'Penguin_076.jpg', 'Beach_012.jpg', 'Cropcycle_159.jpg']",0.2
"['Sky_102.jpg', 'Baseball_126.jpg', 'Sky_040.jpg', 'Sunset_044.jpg', 'Sky_035.jpg', 'Owls_190.jpg', 'Tiger_197.jpg', 'Sky_145.jpg', 'Penguin_081.jpg', 'Sky_048.jpg', 'Sky_149.jpg']",0.5
"['Sky_103.jpg', 'Sky_104.jpg', 'Model_117.jpg', 'Tiger_037.jpg', 'Castle_011.jpg', 'SubSea_145.jpg', 'Pumpkin_036.jpg', 'Lion_024.jpg', 'Group_050.jpg', 'Sunset_059.jpg', 'Dog_086.jpg']",0.1
"['Sky_104.jpg', 'Plane_063.jpg', 'Model_198.jpg', 'Dog_137.jpg', 'Flower_093.jpg', 'Sky_103.jpg', 'Pumpkin_036.jpg', 'Sculpt_100.jpg', 'Flower_139.jpg', 'Group_048.jpg', 'Model_117.jpg']",0.1
"['Sky_105.jpg', 'Penguin_059.jpg', 'Satelliteimage_003.jpg', 'Satelliteimage_014.jpg', 'Satelliteimage_035.jpg', 'Satelliteimage_004.jpg', 'Castle_091.jpg', 'Surfs_192.jpg', 'Sculpt_011.jpg', 'Penguin_082.jpg', 'Surfs_198.jpg']",0.0
"['Sky_106.jpg', 'Sky_099.jpg', 'Dog_169.jpg', 'Pumpkin_016.jpg', 'Elephant_168.jpg', 'Pumpkin_010.jpg', 'SubSea_091.jpg', 'Tiger_111.jpg', 'Flower_075.jpg', 'Tiger_135.jpg', 'Satelliteimage_018.jpg']",0.1
"['Sky_107.jpg', 'Sky_062.jpg', 'Sky_090.jpg', 'Plane_001.jpg', 'Sky_171.jpg', 'Beach_128.jpg', 'Sky_074.jpg', 'Waterfall_177.jpg', 'Sky_071.jpg', 'Citynight_105.jpg', 'Penguin_014.jpg']",0.5
"['Sky_108.jpg', 'Sky_092.jpg', 'Sky_083.jpg', 'F1_107.jpg', 'Sky_072.jpg', 'Castle_119.jpg', 'Desert_019.jpg', 'Eagle_155.jpg', 'Eagle_014.jpg', 'Flower_140.jpg', 'SubSea_012.jpg']",0.3
"['Sky_109.jpg', 'Sky_084.jpg', 'Archit_165.jpg', 'Lion_055.jpg', 'Eagle_006.jpg', 'Sunset_121.jpg', 'DeerAntelope_180.jpg', 'Lion_107.jpg', 'Sky_069.jpg', 'Sky_187.jpg', 'RacingMotor_024.jpg']",0.3
"['Sky_110.jpg', 'Sunset_061.jpg', 'Car_158.jpg', 'Eagle_117.jpg', 'Eagle_038.jpg', 'Eagle_028.jpg', 'Eagle_026.jpg', 'Eagle_027.jpg', 'Eagle_023.jpg', 'Eagle_060.jpg', 'Lion_129.jpg']",0.0
"['Sky_111.jpg', 'Satelliteimage_016.jpg', 'Eagle_009.jpg', 'Sky_116.jpg', 'Dog_035.jpg', 'F1_041.jpg', 'Tiger_112.jpg', 'SubSea_148.jpg', 'Beach_064.jpg', 'DeerAntelope_054.jpg', 'Elephant_154.jpg']",0.1
"['Sky_112.jpg', 'Sky_013.jpg', 'Lion_133.jpg', 'Dog_067.jpg', 'Ship_084.jpg', 'Cartoon_097.jpg', 'Eagle_025.jpg', 'Sky_115.jpg', 'Sky_001.jpg', 'RacingMotor_104.jpg', 'Dog_078.jpg']",0.3
"['Sky_113.jpg', 'Sky_179.jpg', 'Sky_165.jpg', 'Sky_046.jpg', 'Sky_148.jpg', 'Sky_164.jpg', 'Sky_178.jpg', 'Surfs_148.jpg', 'Eagle_073.jpg', 'Surfs_161.jpg', 'Eagle_183.jpg']",0.6
"['Sky_114.jpg', 'Baseball_074.jpg', 'SubSea_049.jpg', 'Eagle_038.jpg', 'DeerAntelope_087.jpg', 'Eagle_069.jpg', 'Mountain_082.jpg', 'Sunset_061.jpg', 'Eagle_131.jpg', 'Sky_028.jpg', 'Castle_062.jpg']",0.1
"['Sky_115.jpg', 'Dog_078.jpg', 'DeerAntelope_091.jpg', 'Plane_159.jpg', 'F1_081.jpg', 'Dog_067.jpg', 'Surfs_073.jpg', 'Beach_017.jpg', 'Baseball_137.jpg', 'Owls_148.jpg', 'SubSea_010.jpg']",0.0
"['Sky_116.jpg', 'Sky_111.jpg', 'DeerAntelope_084.jpg', 'Elephant_154.jpg', 'Eagle_083.jpg', 'SubSea_040.jpg', 'Tiger_112.jpg', 'Waterfall_121.jpg', 'Lion_049.jpg', 'Eagle_009.jpg', 'Tiger_056.jpg']",0.1
"['Sky_117.jpg', 'SubSea_078.jpg', 'Satelliteimage_038.jpg', 'ClassicalPainting_087.jpg', 'Owls_097.jpg', 'Owls_118.jpg', 'Baseball_176.jpg', 'Sky_022.jpg', 'BWimage_116.jpg', 'Dog_014.jpg', 'Flower_090.jpg']",0.1
"['Sky_118.jpg', 'Sky_023.jpg', 'Sunset_176.jpg', 'Sky_135.jpg', 'Plane_152.jpg', 'Sky_009.jpg', 'Penguin_081.jpg', 'Penguin_064.jpg', 'Eagle_040.jpg', 'Billiardsball_076.jpg', 'Plane_161.jpg']",0.3
"['Sky_119.jpg', 'Sunset_032.jpg', 'Sunset_063.jpg', 'Billiardsball_109.jpg', 'Surfs_062.jpg', 'Castle_071.jpg', 'Sky_115.jpg', 'Cropcycle_159.jpg', 'Beach_097.jpg', 'Ship_110.jpg', 'Baseball_016.jpg']",0.1
"['Sky_120.jpg', 'Flower_117.jpg', 'Beach_036.jpg', 'Archit_162.jpg', 'Ship_006.jpg', 'Ship_117.jpg', 'Archit_164.jpg', 'Elephant_083.jpg', 'Model_153.jpg', 'Desert_019.jpg', 'Soccer_189.jpg']",0.0
"['Sky_121.jpg', 'Archit_142.jpg', 'Sky_153.jpg', 'Ship_111.jpg', 'Sky_004.jpg', 'Penguin_064.jpg', 'Archit_184.jpg', 'Sky_009.jpg', 'Beach_024.jpg', 'Bus_036.jpg', 'Surfs_179.jpg']",0.3
"['Sky_122.jpg', 'Sky_043.jpg', 'Sky_133.jpg', 'Sky_076.jpg', 'Flower_027.jpg', 'Sky_029.jpg', 'Soccer_180.jpg', 'Sky_131.jpg', 'Sunset_066.jpg', 'Planet_078.jpg', 'Archit_162.jpg']",0.5
"['Sky_123.jpg', 'Waterfall_169.jpg', 'Owls_195.jpg', 'Surfs_097.jpg', 'Owls_037.jpg', 'SubSea_177.jpg', 'Flower_130.jpg', 'SubSea_073.jpg', 'Owls_057.jpg', 'Car_056.jpg', 'Surfs_059.jpg']",0.0
"['Sky_124.jpg', 'Ship_094.jpg', 'Sky_186.jpg', 'Group_032.jpg', 'Sunset_182.jpg', 'Ship_031.jpg', 'Elephant_093.jpg', 'Surfs_002.jpg', 'Surfs_032.jpg', 'Mountain_072.jpg', 'Eagle_047.jpg']",0.1
"['Sky_125.jpg', 'Sky_049.jpg', 'Eagle_027.jpg', 'Sky_094.jpg', 'Plane_064.jpg', 'Eagle_023.jpg', 'Eagle_038.jpg', 'Eagle_028.jpg', 'Sky_110.jpg', 'Sunset_057.jpg', 'Eagle_060.jpg']",0.3
"['Sky_126.jpg', 'Eagle_143.jpg', 'Eagle_147.jpg', 'Mountain_045.jpg', 'Sky_042.jpg', 'Car_126.jpg', 'Eagle_184.jpg', 'Sky_150.jpg', 'Elephant_106.jpg', 'Castle_195.jpg', 'Eagle_152.jpg']",0.2
"['Sky_127.jpg', 'Castle_133.jpg', 'Ship_188.jpg', 'Desert_041.jpg', 'Eagle_123.jpg', 'Eagle_129.jpg', 'Castle_142.jpg', 'Ship_057.jpg', 'Sunflower_094.jpg', 'Surfs_181.jpg', 'Sky_126.jpg']",0.1
"['Sky_128.jpg', 'SubSea_095.jpg', 'SubSea_033.jpg', 'Penguin_189.jpg', 'Sunset_166.jpg', 'Feasts_047.jpg', 'Sunset_109.jpg', 'Planet_192.jpg', 'Planet_170.jpg', 'SubSea_038.jpg', 'Citynight_189.jpg']",0.0
"['Sky_129.jpg', 'Sky_136.jpg', 'SubSea_200.jpg', 'Castle_062.jpg', 'Beach_114.jpg', 'SubSea_061.jpg', 'Sunset_127.jpg', 'SubSea_049.jpg', 'Plane_133.jpg', 'Eagle_139.jpg', 'Sky_028.jpg']",0.2
"['Sky_130.jpg', 'Sky_160.jpg', 'Sky_198.jpg', 'Surfs_181.jpg', 'Plane_179.jpg', 'Castle_006.jpg', 'Plane_196.jpg', 'Ship_163.jpg', 'Baseball_143.jpg', 'Eagle_179.jpg', 'Desert_195.jpg']",0.2
"['Sky_131.jpg', 'Sky_043.jpg', 'Surfs_089.jpg', 'Archit_162.jpg', 'Sky_176.jpg', 'Sky_109.jpg', 'Sky_170.jpg', 'Sky_096.jpg', 'Sky_098.jpg', 'Flower_109.jpg', 'Sky_122.jpg']",0.7
"['Sky_132.jpg', 'Sunset_199.jpg', 'Baseball_198.jpg', 'Baseball_001.jpg', 'Desert_012.jpg', 'Plane_045.jpg', 'Baseball_188.jpg', 'Volleyball_112.jpg', 'Plane_156.jpg', 'Penguin_133.jpg', 'Plane_102.jpg']",0.0
"['Sky_133.jpg', 'Sky_082.jpg', 'Sky_122.jpg', 'Sky_064.jpg', 'RacingMotor_103.jpg', 'Sky_088.jpg', 'RacingMotor_108.jpg', 'Sky_076.jpg', 'Eagle_037.jpg', 'Sky_043.jpg', 'Sky_029.jpg']",0.7
"['Sky_134.jpg', 'Ship_140.jpg', 'Surfs_071.jpg', 'Plane_196.jpg', 'Sky_193.jpg', 'Plane_179.jpg', 'Archit_004.jpg', 'Sky_126.jpg', 'Elephant_100.jpg', 'Sky_052.jpg', 'Beach_049.jpg']",0.3
"['Sky_135.jpg', 'Sky_009.jpg', 'Plane_152.jpg', 'Penguin_064.jpg', 'Sky_118.jpg', 'Sky_004.jpg', 'Eagle_133.jpg', 'Plane_020.jpg', 'Castle_194.jpg', 'Penguin_184.jpg', 'Plane_161.jpg']",0.3
"['Sky_136.jpg', 'Sky_129.jpg', 'SubSea_200.jpg', 'SubSea_061.jpg', 'Beach_114.jpg', 'Castle_062.jpg', 'Plane_133.jpg', 'Beach_089.jpg', 'Beach_194.jpg', 'Sky_027.jpg', 'Sky_002.jpg']",0.3
"['Sky_137.jpg', 'Sky_184.jpg', 'Sky_176.jpg', 'SubSea_070.jpg', 'Plane_072.jpg', 'Ship_023.jpg', 'Surfs_096.jpg', 'Plane_133.jpg', 'SubSea_097.jpg', 'Sunset_126.jpg', 'Eagle_139.jpg']",0.2
"['Sky_138.jpg', 'Plane_176.jpg', 'Penguin_083.jpg', 'Eagle_183.jpg', 'Penguin_069.jpg', 'Plane_134.jpg', 'Eagle_141.jpg', 'AncestorDinoArt_106.jpg', 'Car_148.jpg', 'AncestorDinoArt_152.jpg', 'AncestorDinoArt_055.jpg']",0.0
"['Sky_139.jpg', 'RacingMotor_145.jpg', 'Plane_116.jpg', 'Model_104.jpg', 'Sky_047.jpg', 'Baseball_041.jpg', 'Sky_147.jpg', 'Model_118.jpg', 'Sky_053.jpg', 'DeerAntelope_180.jpg', 'Sunflower_141.jpg']",0.3
"['Sky_140.jpg', 'Sky_143.jpg', 'Sky_044.jpg', 'Sky_175.jpg', 'SubSea_026.jpg', 'Sky_176.jpg', 'Sunflower_179.jpg', 'Soccer_184.jpg', 'Flower_173.jpg', 'Model_147.jpg', 'Sky_191.jpg']",0.5
"['Sky_141.jpg', 'Sky_150.jpg', 'Plane_116.jpg', 'Sky_052.jpg', 'Ship_188.jpg', 'Eagle_071.jpg', 'Plane_055.jpg', 'Sky_037.jpg', 'Sky_147.jpg', 'Waterfall_153.jpg', 'Car_034.jpg']",0.4
"['Sky_142.jpg', 'Sky_041.jpg', 'Sky_144.jpg', 'Sky_150.jpg', 'Sky_042.jpg', 'Eagle_033.jpg', 'Eagle_071.jpg', 'Car_113.jpg', 'Eagle_143.jpg', 'Sky_126.jpg', 'Mountain_045.jpg']",0.5
"['Sky_143.jpg', 'Sky_044.jpg', 'Sky_140.jpg', 'Sky_175.jpg', 'Sky_176.jpg', 'Sky_163.jpg', 'SubSea_026.jpg', 'Desert_150.jpg', 'Sky_191.jpg', 'Sky_057.jpg', 'Sunflower_087.jpg']",0.7
"['Sky_144.jpg', 'Sky_142.jpg', 'Sky_041.jpg', 'Eagle_033.jpg', 'Sky_042.jpg', 'Car_113.jpg', 'Eagle_119.jpg', 'Castle_059.jpg', 'Eagle_019.jpg', 'Eagle_143.jpg', 'Sky_150.jpg']",0.4
"['Sky_145.jpg', 'Sky_035.jpg', 'Sky_048.jpg', 'Sky_154.jpg', 'Sky_149.jpg', 'Eagle_156.jpg', 'Sunset_044.jpg', 'Sky_102.jpg', 'Owls_135.jpg', 'Sunset_085.jpg', 'Sunset_058.jpg']",0.5
"['Sky_146.jpg', 'Surfs_131.jpg', 'Mountain_014.jpg', 'SubSea_016.jpg', 'Elephant_181.jpg', 'Sky_139.jpg', 'Mountain_132.jpg', 'Surfs_160.jpg', 'Baseball_041.jpg', 'Elephant_077.jpg', 'Ship_148.jpg']",0.1
"['Sky_147.jpg', 'Sky_047.jpg', 'Sky_053.jpg', 'Eagle_129.jpg', 'Car_020.jpg', 'Penguin_165.jpg', 'RacingMotor_145.jpg', 'Ship_188.jpg', 'Plane_116.jpg', 'Tiger_149.jpg', 'Sky_141.jpg']",0.3
"['Sky_148.jpg', 'Sky_046.jpg', 'Sky_179.jpg', 'Sky_165.jpg', 'Sky_113.jpg', 'Sculpt_101.jpg', 'Pumpkin_001.jpg', 'Eagle_073.jpg', 'Surfs_161.jpg', 'Sky_164.jpg', 'Eagle_141.jpg']",0.5
"['Sky_149.jpg', 'Sky_048.jpg', 'Surfs_053.jpg', 'SubSea_039.jpg', 'Sky_145.jpg', 'Sky_035.jpg', 'Citynight_002.jpg', 'Sky_040.jpg', 'Baseball_126.jpg', 'Plane_057.jpg', 'Sunset_043.jpg']",0.4
"['Sky_150.jpg', 'Sky_041.jpg', 'Sky_142.jpg', 'Sky_010.jpg', 'Eagle_071.jpg', 'Sky_141.jpg', 'Sky_042.jpg', 'Sky_144.jpg', 'Sky_126.jpg', 'Elephant_100.jpg', 'Sky_052.jpg']",0.8
"['Sky_151.jpg', 'Sky_026.jpg', 'Plane_102.jpg', 'Eagle_164.jpg', 'Plane_050.jpg', 'Eagle_043.jpg', 'Penguin_133.jpg', 'Plane_045.jpg', 'Eagle_082.jpg', 'DeerAntelope_024.jpg', 'Penguin_048.jpg']",0.1
"['Sky_152.jpg', 'Sky_161.jpg', 'Beach_128.jpg', 'Baseball_142.jpg', 'Sky_199.jpg', 'Sky_090.jpg', 'Sky_107.jpg', 'Sky_061.jpg', 'Waterfall_177.jpg', 'Sky_086.jpg', 'Mountain_099.jpg']",0.6
"['Sky_153.jpg', 'Archit_142.jpg', 'Masks_188.jpg', 'Bus_036.jpg', 'Archit_184.jpg', 'Sky_004.jpg', 'Sky_121.jpg', 'Beach_024.jpg', 'Penguin_064.jpg', 'Plane_157.jpg', 'Sky_021.jpg']",0.3
"['Sky_154.jpg', 'Eagle_156.jpg', 'Sky_048.jpg', 'Sunset_085.jpg', 'Sky_035.jpg', 'Sky_145.jpg', 'Citynight_077.jpg', 'Citynight_158.jpg', 'Eagle_133.jpg', 'SubSea_151.jpg', 'Sunset_022.jpg']",0.3
"['Sky_155.jpg', 'Pumpkin_036.jpg', 'Sky_104.jpg', 'Dog_106.jpg', 'Group_056.jpg', 'Flower_051.jpg', 'BWimage_192.jpg', 'BWimage_126.jpg', 'Car_194.jpg', 'Model_091.jpg', 'Model_186.jpg']",0.1
"['Sky_156.jpg', 'Sky_200.jpg', 'Sky_100.jpg', 'Tiger_033.jpg', 'Plane_199.jpg', 'Penguin_084.jpg', 'Sunflower_143.jpg', 'Plane_073.jpg', 'Tiger_194.jpg', 'Penguin_056.jpg', 'Mountain_080.jpg']",0.2
"['Sky_157.jpg', 'Plane_087.jpg', 'Billiardsball_030.jpg', 'Plane_022.jpg', 'Plane_173.jpg', 'Eagle_153.jpg', 'Sky_015.jpg', 'Eagle_162.jpg', 'Eagle_116.jpg', 'Desert_012.jpg', 'Eagle_104.jpg']",0.1
"['Sky_158.jpg', 'Sky_172.jpg', 'Sunflower_021.jpg', 'Plane_128.jpg', 'Sky_004.jpg', 'Surfs_190.jpg', 'Plane_136.jpg', 'Eagle_126.jpg', 'Beach_037.jpg', 'Sculpt_127.jpg', 'Sky_014.jpg']",0.3
"['Sky_159.jpg', 'Sky_190.jpg', 'Eagle_140.jpg', 'Eagle_062.jpg', 'Plane_083.jpg', 'Eagle_015.jpg', 'Eagle_139.jpg', 'Sky_001.jpg', 'Eagle_019.jpg', 'Ship_084.jpg', 'Baseball_078.jpg']",0.2
"['Sky_160.jpg', 'Sky_198.jpg', 'Sky_008.jpg', 'Ship_163.jpg', 'Plane_102.jpg', 'Penguin_048.jpg', 'Desert_195.jpg', 'Sky_026.jpg', 'Ship_193.jpg', 'Plane_166.jpg', 'Sky_073.jpg']",0.4
"['Sky_161.jpg', 'Sky_152.jpg', 'Beach_128.jpg', 'Sky_090.jpg', 'Sky_199.jpg', 'Baseball_142.jpg', 'Flower_008.jpg', 'Sky_107.jpg', 'Sky_061.jpg', 'Waterfall_177.jpg', 'Sunset_099.jpg']",0.5
"['Sky_162.jpg', 'Eagle_133.jpg', 'Eagle_126.jpg', 'Sky_005.jpg', 'Castle_194.jpg', 'Sky_009.jpg', 'Desert_009.jpg', 'Plane_062.jpg', 'Sky_135.jpg', 'Surfs_179.jpg', 'Sunset_103.jpg']",0.3
"['Sky_163.jpg', 'Sky_143.jpg', 'F1_021.jpg', 'Sky_044.jpg', 'Plane_116.jpg', 'Eagle_188.jpg', 'Car_034.jpg', 'Indoor_077.jpg', 'Plane_133.jpg', 'Sky_037.jpg', 'Sky_109.jpg']",0.4
"['Sky_164.jpg', 'Sky_179.jpg', 'Sky_113.jpg', 'Sky_165.jpg', 'Sky_148.jpg', 'Sky_046.jpg', 'Car_161.jpg', 'Elephant_007.jpg', 'Elephant_008.jpg', 'Eagle_141.jpg', 'Plane_172.jpg']",0.5
"['Sky_165.jpg', 'Sky_179.jpg', 'Sky_113.jpg', 'Sky_046.jpg', 'Sky_148.jpg', 'Eagle_073.jpg', 'Surfs_161.jpg', 'Sky_164.jpg', 'Eagle_127.jpg', 'Eagle_200.jpg', 'Sculpt_101.jpg']",0.5
"['Sky_166.jpg', 'Penguin_025.jpg', 'Dog_060.jpg', 'Sky_099.jpg', 'Model_087.jpg', 'Model_041.jpg', 'Penguin_140.jpg', 'Sky_025.jpg', 'Sculpt_157.jpg', 'Penguin_169.jpg', 'Sky_091.jpg']",0.3
"['Sky_167.jpg', 'Plane_047.jpg', 'Mountain_082.jpg', 'Mountain_062.jpg', 'Surfs_040.jpg', 'Eagle_174.jpg', 'SubSea_049.jpg', 'Ship_193.jpg', 'Penguin_159.jpg', 'Eagle_131.jpg', 'Volleyball_145.jpg']",0.0
"['Sky_168.jpg', 'Castle_012.jpg', 'Grass_191.jpg', 'Archit_165.jpg', 'Beach_177.jpg', 'Sky_067.jpg', 'Sky_088.jpg', 'Surfs_061.jpg', 'Sky_096.jpg', 'Sky_069.jpg', 'Surfs_021.jpg']",0.4
"['Sky_169.jpg', 'Surfs_078.jpg', 'Penguin_091.jpg', 'Satelliteimage_149.jpg', 'Satelliteimage_144.jpg', 'Ship_107.jpg', 'Archit_021.jpg', 'Mountain_083.jpg', 'Ship_187.jpg', 'Ship_006.jpg', 'Satelliteimage_099.jpg']",0.0
"['Sky_170.jpg', 'SubSea_012.jpg', 'Surfs_040.jpg', 'Beach_104.jpg', 'Sky_069.jpg', 'Sky_060.jpg', 'Ship_030.jpg', 'Sky_054.jpg', 'Plane_049.jpg', 'Castle_071.jpg', 'Sky_101.jpg']",0.4
"['Sky_171.jpg', 'Sky_090.jpg', 'Penguin_097.jpg', 'Ship_190.jpg', 'Surfs_028.jpg', 'Beach_145.jpg', 'Sky_107.jpg', 'Surfs_186.jpg', 'Plane_056.jpg', 'Beach_199.jpg', 'Elephant_191.jpg']",0.2
"['Sky_172.jpg', 'Sky_158.jpg', 'Plane_128.jpg', 'Eagle_126.jpg', 'Sunflower_021.jpg', 'Sky_004.jpg', 'Sculpt_127.jpg', 'Plane_136.jpg', 'Plane_152.jpg', 'Surfs_037.jpg', 'Baseball_024.jpg']",0.2
"['Sky_173.jpg', 'Plane_045.jpg', 'Eagle_153.jpg', 'Plane_156.jpg', 'Penguin_190.jpg', 'Surfs_093.jpg', 'Eagle_104.jpg', 'Plane_102.jpg', 'Eagle_053.jpg', 'Eagle_082.jpg', 'Baseball_192.jpg']",0.0
"['Sky_174.jpg', 'SubSea_110.jpg', 'Planet_002.jpg', 'Citynight_039.jpg', 'Planet_157.jpg', 'Owls_100.jpg', 'Owls_095.jpg', 'Owls_109.jpg', 'Planet_160.jpg', 'Owls_111.jpg', 'Owls_081.jpg']",0.0
"['Sky_175.jpg', 'Sky_143.jpg', 'Sky_044.jpg', 'Sky_140.jpg', 'SubSea_013.jpg', 'Model_190.jpg', 'Cartoon_165.jpg', 'Sky_176.jpg', 'Sky_137.jpg', 'Sky_184.jpg', 'Sunflower_087.jpg']",0.6
"['Sky_176.jpg', 'Desert_150.jpg', 'Sky_143.jpg', 'Cartoon_077.jpg', 'Sky_044.jpg', 'Sky_137.jpg', 'Sky_184.jpg', 'Sky_131.jpg', 'Sky_043.jpg', 'Flower_118.jpg', 'Sky_140.jpg']",0.7
"['Sky_177.jpg', 'Plane_185.jpg', 'Plane_021.jpg', 'Plane_195.jpg', 'Plane_015.jpg', 'Plane_194.jpg', 'Plane_153.jpg', 'Beach_178.jpg', 'Eagle_115.jpg', 'Ship_095.jpg', 'Plane_174.jpg']",0.0
"['Sky_178.jpg', 'Sky_179.jpg', 'Sky_113.jpg', 'Sky_046.jpg', 'Sky_148.jpg', 'Sky_165.jpg', 'Sunflower_160.jpg', 'Eagle_020.jpg', 'Eagle_033.jpg', 'Sky_042.jpg', 'Sunflower_111.jpg']",0.6
"['Sky_179.jpg', 'Sky_165.jpg', 'Sky_113.jpg', 'Sky_046.jpg', 'Sky_148.jpg', 'Sky_164.jpg', 'Sky_178.jpg', 'Eagle_073.jpg', 'Eagle_141.jpg', 'Surfs_161.jpg', 'Eagle_127.jpg']",0.6
"['Sky_180.jpg', 'Baseball_137.jpg', 'Car_103.jpg', 'Baseball_099.jpg', 'Baseball_054.jpg', 'Baseball_097.jpg', 'F1_011.jpg', 'Baseball_056.jpg', 'F1_100.jpg', 'Billiardsball_127.jpg', 'Sky_019.jpg']",0.1
"['Sky_181.jpg', 'Model_038.jpg', 'BWimage_126.jpg', 'Sky_104.jpg', 'Elephant_115.jpg', 'Model_056.jpg', 'Group_048.jpg', 'Model_063.jpg', 'Flower_171.jpg', 'Beach_113.jpg', 'Archit_035.jpg']",0.1
"['Sky_182.jpg', 'Plane_115.jpg', 'Sky_072.jpg', 'Lion_144.jpg', 'Baseball_061.jpg', 'Penguin_027.jpg', 'Soccer_132.jpg', 'Soccer_057.jpg', 'Baseball_063.jpg', 'Baseball_064.jpg', 'Castle_119.jpg']",0.1
"['Sky_183.jpg', 'Dog_123.jpg', 'Sky_074.jpg', 'Sky_200.jpg', 'Sunflower_143.jpg', 'Penguin_136.jpg', 'Sky_025.jpg', 'Grass_055.jpg', 'Sculpt_124.jpg', 'Ship_173.jpg', 'Sunflower_124.jpg']",0.3
"['Sky_184.jpg', 'Sky_137.jpg', 'Grass_028.jpg', 'SubSea_070.jpg', 'Sky_176.jpg', 'Ship_023.jpg', 'DeerAntelope_181.jpg', 'SubSea_097.jpg', 'BWimage_115.jpg', 'Archit_010.jpg', 'Model_147.jpg']",0.2
"['Sky_185.jpg', 'Beach_074.jpg', 'Surfs_028.jpg', 'Beach_083.jpg', 'Plane_070.jpg', 'Elephant_084.jpg', 'Waterfall_124.jpg', 'Elephant_099.jpg', 'Plane_073.jpg', 'Ship_173.jpg', 'Tiger_120.jpg']",0.0
"['Sky_186.jpg', 'Sky_124.jpg', 'Surfs_032.jpg', 'Sky_083.jpg', 'Sky_092.jpg', 'Ship_195.jpg', 'Group_032.jpg', 'Elephant_061.jpg', 'Ship_135.jpg', 'Soccer_183.jpg', 'Sky_066.jpg']",0.4
"['Sky_187.jpg', 'Mountain_116.jpg', 'Sky_188.jpg', 'RacingMotor_145.jpg', 'Eagle_160.jpg', 'Lion_107.jpg', 'Lion_055.jpg', 'Surfs_038.jpg', 'Sunset_121.jpg', 'Mountain_057.jpg', 'Beach_194.jpg']",0.1
"['Sky_188.jpg', 'Eagle_160.jpg', 'Sky_187.jpg', 'Model_104.jpg', 'Sky_053.jpg', 'Mountain_116.jpg', 'RacingMotor_145.jpg', 'Car_129.jpg', 'Basketball_008.jpg', 'Surfs_038.jpg', 'Archit_165.jpg']",0.2
"['Sky_189.jpg', 'Dog_198.jpg', 'Sky_182.jpg', 'Sky_108.jpg', 'Penguin_072.jpg', 'Baseball_163.jpg', 'Sky_072.jpg', 'Baseball_157.jpg', 'Sky_099.jpg', 'DeerAntelope_103.jpg', 'Ship_006.jpg']",0.4
"['Sky_190.jpg', 'Sky_159.jpg', 'Sculpt_056.jpg', 'Eagle_019.jpg', 'Sunset_190.jpg', 'Eagle_140.jpg', 'Plane_083.jpg', 'Dog_027.jpg', 'Cartoon_141.jpg', 'Baseball_078.jpg', 'Sunflower_061.jpg']",0.1
"['Sky_191.jpg', 'BWimage_123.jpg', 'Flower_189.jpg', 'Sky_044.jpg', 'Sky_192.jpg', 'Flower_173.jpg', 'Sky_057.jpg', 'Sunset_034.jpg', 'Sky_143.jpg', 'Beach_083.jpg', 'Waterfall_135.jpg']",0.4
"['Sky_192.jpg', 'Ship_016.jpg', 'Mountain_072.jpg', 'Plane_033.jpg', 'Castle_099.jpg', 'SubSea_026.jpg', 'Tiger_128.jpg', 'Beach_111.jpg', 'Mountain_056.jpg', 'Owls_058.jpg', 'Ship_122.jpg']",0.0
"['Sky_193.jpg', 'Ship_188.jpg', 'Sky_126.jpg', 'Eagle_129.jpg', 'Castle_142.jpg', 'Castle_133.jpg', 'Car_126.jpg', 'Desert_041.jpg', 'Car_020.jpg', 'Sky_134.jpg', 'DeerAntelope_163.jpg']",0.2
"['Sky_194.jpg', 'Tiger_179.jpg', 'Sky_077.jpg', 'Tennis_117.jpg', 'Mountain_046.jpg', 'Beach_022.jpg', 'Penguin_131.jpg', 'Sunset_120.jpg', 'F1_090.jpg', 'Sky_199.jpg', 'Cropcycle_192.jpg']",0.2
"['Sky_195.jpg', 'Sky_200.jpg', 'Tiger_033.jpg', 'DeerAntelope_125.jpg', 'Plane_066.jpg', 'Soccer_200.jpg', 'Group_047.jpg', 'Sunflower_049.jpg', 'Sky_074.jpg', 'BWimage_117.jpg', 'Sky_099.jpg']",0.3
